date,customer_request,agent_reply,topic,topic_probability,theme
2023-03-08,Wo finde ich den Wartungsplan für die SCS-100?,"Sehr geehrte Damen und Herren,

der Wartungsplan für die SCS-100 ist im Handbuch im Downloadbereich unserer Webseite hinterlegt. Dort finden Sie alle erforderlichen Informationen zu Wartungsintervallen und erforderlichen Materialien. Zusätzlich bieten wir individuelle Wartungsverträge an; Informationen dazu finden Sie auf unserer Webseite.",-1,0.0,Lieferung & Bestellung
2023-03-20,Ich habe am 01.03 eine Maschine bestellt. Wo bleibt die Lieferung?,"Sehr geehrte Damen und Herren,

wir prüfen umgehend den Status Ihrer Bestellung. Bitte teilen Sie uns Ihre Bestellnummer mit, damit wir die Anfrage schnellstmöglich bearbeiten können.",6,1.0,Lieferung & Bestellung
2023-04-05,Ersatzteil für HP-150 gesucht: Hydraulikpumpe. Angebot bitte.,"Sehr geehrte Damen und Herren,

gerne erstellen wir Ihnen ein Angebot für die Hydraulikpumpe der HP-150. Um das korrekte Ersatzteil zu identifizieren, benötigen wir bitte die Seriennummer Ihrer Maschine.",4,1.0,Ersatzteile & Technik
2023-04-12,CNCF-500 zeigt Fehler: Druck zu niedrig. Was ist zu tun?,"Sehr geehrte Damen und Herren,

der Fehler 'Druck zu niedrig' bei der CNCF-500 kann verschiedene Ursachen haben. Überprüfen Sie bitte zunächst die Druckluftversorgung und die Einstellungen am Druckregler. Im Handbuch finden Sie eine detaillierte Fehlerbehebung.",4,0.07055473908768976,Ersatzteile & Technik
2023-05-01,Die Software hängt sich bei großen Dateien auf. Kann ich eine ältere Version wiederherstellen?,"Sehr geehrte Damen und Herren,

Es tut uns leid zu hören, dass Sie Probleme mit der Software haben. Ja, Sie können prinzipiell eine ältere Version wiederherstellen. Bitte beachten Sie jedoch, dass dadurch möglicherweise neue Funktionen verloren gehen. Die älteren Versionen finden Sie im Kundenportal im Downloadbereich. Welche Version ist aktuell bei Ihnen installiert?",1,1.0,Software & IT
2023-05-17,Wann ist die nächste Wartung für die SNU-200 fällig?,"Sehr geehrte Damen und Herren,

das Wartungsintervall für die SNU-200 hängt von der Nutzung ab. Bitte entnehmen Sie die genauen Intervalle dem Wartungsplan im Handbuch. Wenn Sie uns die Seriennummer Ihrer Maschine nennen, können wir Ihnen den letzten Wartungstermin und den nächsten Fälligkeitstermin mitteilen.",9,1.0,Wartung & Service
2023-06-10,Die Maschine ist innerhalb der Garantie defekt. Was muss ich tun?,"Sehr geehrte Damen und Herren,

Bitte kontaktieren Sie uns umgehend, wenn Ihre Maschine innerhalb der Garantiezeit defekt ist. Wir benötigen die Seriennummer der Maschine, eine detaillierte Beschreibung des Defekts und ggf. Fotos oder Videos zur Dokumentation. Wir werden den Fall prüfen und Ihnen die nächsten Schritte mitteilen.",14,1.0,Garantie & Reklamation
2023-06-28,"Ich habe eine Bestellung aufgegeben, aber noch nichts gehört. Bestellnummer ist 20230628-01","Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Wir prüfen den Status Ihrer Bestellung mit der Bestellnummer 20230628-01 und melden uns umgehend bei Ihnen.",10,0.6269847190923561,Lieferung & Bestellung
2023-07-05,"Brauche dringend Ersatzteil für DM-500, Artikelnummer 4711-005. Wie schnell geht das?","Sehr geehrte Damen und Herren,

Wir prüfen die Verfügbarkeit des Ersatzteils 4711-005 für Ihre DM-500 umgehend.  Um die Lieferung zu beschleunigen, benötigen wir bitte die Seriennummer Ihrer Maschine.",2,1.0,Lieferung & Bestellung
2023-08-15,Fehlermeldung P001 an der SCS-100. Im Handbuch finde ich nichts dazu.,"Sehr geehrte Damen und Herren,

die Fehlermeldung P001 an der SCS-100 deutet auf ein Problem mit dem internen Sensor hin. Bitte notieren Sie sich die genaue Umstände, unter denen der Fehler aufgetreten ist und kontaktieren Sie uns mit der Seriennummer Ihrer Maschine. Wir werden den Fall an unseren Technischen Support weiterleiten.",8,0.403193574140329,Ersatzteile & Technik
2023-09-02,Wie installiere ich die neue Softwareversion 2.7?,"Sehr geehrte Damen und Herren,

die Installationsanleitung für die Softwareversion 2.7 finden Sie im Downloadbereich auf unserer Webseite. Bitte beachten Sie die Hinweise zur Datensicherung vor der Installation.",1,0.8962882203619426,Software & IT
2023-10-20,"Wartung für CNCF-500 geplant, benötige Spezialwerkzeug XYZ. Woher bekomme ich das?","Sehr geehrte Damen und Herren,

das Spezialwerkzeug XYZ für die Wartung der CNCF-500 können Sie über unseren Online-Shop oder direkt über unseren Kundenservice bestellen. Bitte geben Sie die Seriennummer Ihrer Maschine an, um sicherzustellen, dass Sie das passende Werkzeug erhalten.",12,1.0,Wartung & Service
2023-11-08,Die Maschine ist defekt (innerhalb der Garantie) und macht komische Geräusche.,"Sehr geehrte Damen und Herren,

Es tut uns leid zu hören, dass Ihre Maschine defekt ist. Bitte beschreiben Sie die Geräusche genauer und teilen Sie uns die Seriennummer der Maschine mit. Wir werden den Fall prüfen und die notwendigen Schritte zur Reparatur unter Garantie einleiten.",3,1.0,Garantie & Reklamation
2023-12-14,Ich bräuchte eine Schulung für die Bedienung der FSL-300.,"Sehr geehrte Damen und Herren,

wir bieten regelmäßige Schulungen für die Bedienung der FSL-300 an. Informationen zu den nächsten Terminen und Anmeldemöglichkeiten finden Sie auf unserer Webseite im Bereich 'Service & Support'.",0,1.0,Schulung & Inbetriebnahme
2024-01-05,Lieferstatus Bestellung 20231220-02? Dringend!,"Sehr geehrte Damen und Herren,

Wir prüfen umgehend den Status Ihrer Bestellung 20231220-02. Bitte erlauben Sie uns eine kurze Recherche. Wir informieren Sie schnellstmöglich.",-1,0.0,Lieferung & Bestellung
2024-01-18,Software update fehlgeschlagen. Was jetzt?,"Sehr geehrte Damen und Herren,

Ein fehlgeschlagenes Software-Update kann verschiedene Ursachen haben. Bitte starten Sie Ihren Computer neu und versuchen Sie das Update erneut. Wenn das Problem weiterhin besteht, kontaktieren Sie uns bitte mit Angabe der genauen Fehlermeldung und der verwendeten Softwareversion.",1,1.0,Software & IT
2023-01-15,"Hallo, ich habe am 02.01.2023 eine Maschine bestellt (Bestellnummer 20230102-01). Bisher keine Versandbestätigung erhalten.","Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Ihre Bestellung mit der Nummer 20230102-01 wird derzeit bearbeitet. Bitte prüfen Sie kurz Ihren Spam-Ordner. Sollten Sie auch dort keine E-Mail finden, können wir den Versandstatus gerne für Sie intern überprüfen.  Bitte geben Sie uns hierfür die Seriennummer der bestellten Maschine an.",10,1.0,Lieferung & Bestellung
2023-01-22,Wo bleibt meine DM-500? Sollte doch schon da sein!,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Nachricht. Um den Status Ihrer Bestellung zu überprüfen, benötigen wir bitte Ihre Bestellnummer oder Seriennummer der DM-500.  Sobald wir diese Informationen haben, können wir Ihnen Auskunft über den aktuellen Lieferstatus geben.",6,1.0,Lieferung & Bestellung
2023-02-08,Ich benötige ein Ersatzteil für meine FSL-300 (Artikelnummer 4711-001). Was kostet das und wie lange dauert die Lieferung?,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Für das Ersatzteil (Artikelnummer 4711-001) für Ihre FSL-300 erstellen wir Ihnen gerne ein Angebot.  Bitte teilen Sie uns zur schnelleren Bearbeitung die genaue Bezeichnung des Ersatzteils oder, falls vorhanden, die Explosionszeichnung mit. Die Lieferzeit beträgt in der Regel 5-10 Werktage nach Auftragseingang.",2,1.0,Lieferung & Bestellung
2023-02-18,Preis für Ersatzteil SNU-200 Hydraulikpumpe?,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Um Ihnen ein präzises Angebot für die Hydraulikpumpe der SNU-200 erstellen zu können, benötigen wir bitte die genaue Artikelnummer des Ersatzteils. Sie finden diese in der Ersatzteilliste im Handbuch im Downloadbereich auf unserer Webseite.",4,1.0,Ersatzteile & Technik
2023-03-05,Meine CNCF-500 zeigt eine Übertemperaturwarnung an. Was soll ich tun?,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Nachricht. Eine Übertemperaturwarnung deutet auf eine mögliche Überlastung oder einen Defekt des Kühlsystems hin. Bitte schalten Sie die Maschine umgehend ab und überprüfen Sie die Kühlflüssigkeit.  Geben Sie uns bitte die genaue Fehlermeldung und die Seriennummer der CNCF-500 an, damit wir Ihnen weiterhelfen können.",5,1.0,Sonstiges
2023-03-12,Spindel der SCS-100 macht komische Geräusche!,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Ungewöhnliche Geräusche von der Spindel der SCS-100 können verschiedene Ursachen haben. Bitte teilen Sie uns die genaue Art des Geräusches (z.B. Schleifen, Klopfen) und die Seriennummer der Maschine mit.  Wir werden dann prüfen, ob ein Techniker vor Ort benötigt wird.",-1,0.0,Lieferung & Bestellung
2023-04-01,Software stürzt ständig ab. Version 3.2.1,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Nachricht. Softwareabstürze können durch verschiedene Faktoren verursacht werden. Bitte versuchen Sie zunächst, die Software neu zu starten und sicherzustellen, dass Ihr Betriebssystem auf dem neuesten Stand ist.  Bitte teilen Sie uns die genaue Fehlermeldung und die Version der Software mit.",1,1.0,Software & IT
2023-04-15,DXF Import funktioniert nicht mehr,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Probleme beim DXF-Import können auf beschädigte Dateien oder Inkompatibilitäten zurückzuführen sein. Bitte stellen Sie sicher, dass die DXF-Datei korrekt formatiert ist und die Softwareversion aktuell ist.  Bitte senden Sie uns eine Beispiel-DXF-Datei, damit wir das Problem genauer untersuchen können.",7,0.20144078620235165,Software & IT
2023-05-02,Wann ist die nächste Wartung fällig für die HP-150?,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Die Wartungsintervalle für die HP-150 finden Sie im Wartungsplan im Handbuch.  Bitte teilen Sie uns die Seriennummer Ihrer Maschine mit, damit wir den letzten Wartungstermin überprüfen und Ihnen den nächsten Termin mitteilen können.",9,1.0,Wartung & Service
2023-05-20,Benötige Spezialwerkzeug für Wartung DM-500,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage.  Für die Wartung der DM-500 benötigen Sie eventuell ein spezielles Werkzeug. Eine Liste der benötigten Werkzeuge finden Sie im Wartungshandbuch der DM-500 im Downloadbereich unserer Webseite.",12,1.0,Wartung & Service
2023-06-10,Die Maschine ist innerhalb der Garantie defekt. Was muss ich tun?,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Nachricht.  Bitte teilen Sie uns die Seriennummer der Maschine, das genaue Datum des Kaufs und eine detaillierte Beschreibung des Defekts mit. Wir werden dann prüfen, ob der Defekt unter die Garantie fällt und wie wir weiter vorgehen können.",14,1.0,Garantie & Reklamation
2023-06-25,Reklamation: SNU-200 defekt.,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Reklamation. Um diese bearbeiten zu können, benötigen wir bitte die Bestellnummer, die Seriennummer der SNU-200 und eine genaue Beschreibung des Defekts. Bitte senden Sie uns auch Fotos oder Videos, die den Defekt dokumentieren.",3,0.36363711918608066,Garantie & Reklamation
2023-07-01,Ich brauche eine Schulung für die neue Software.,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Wir bieten regelmäßige Schulungen für unsere Software an.  Bitte besuchen Sie unsere Webseite im Bereich 'Schulungen', um sich über die aktuellen Termine und Inhalte zu informieren.",-1,0.0,Lieferung & Bestellung
2023-07-18,Inbetriebnahme SCS-100 - Wer hilft mir?,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Wir bieten Unterstützung bei der Inbetriebnahme der SCS-100 an. Sie können einen Techniker für die Inbetriebnahme beauftragen. Bitte kontaktieren Sie unseren Vertrieb, um einen Termin zu vereinbaren.",0,0.37142962069602603,Schulung & Inbetriebnahme
2023-08-05,Lieferstatus Bestellung 20230801-02?,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage.  Ihre Bestellung 20230801-02 befindet sich derzeit in der Auslieferung. Die voraussichtliche Lieferzeit ist der 09.08.2023. Sie erhalten eine separate Versandbestätigung mit Sendungsverfolgungsnummer.",-1,0.0,Lieferung & Bestellung
2023-08-22,Ich brauche dringend das Handbuch für die DM-500.,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Das Handbuch für die DM-500 finden Sie im Downloadbereich auf unserer Webseite unter 'Support'.  Alternativ können wir Ihnen das Handbuch auch per E-Mail zusenden. Bitte teilen Sie uns Ihre E-Mail-Adresse mit.",0,0.09796923423092932,Schulung & Inbetriebnahme
2023-09-10,Was kostet ein Ersatzfilter für die CNCF-500?,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Der Preis für einen Ersatzfilter für die CNCF-500 beträgt 75,00 EUR zzgl. Mehrwertsteuer.  Die Lieferzeit beträgt in der Regel 3-5 Werktage.",2,0.13123352642571076,Lieferung & Bestellung
2023-09-28,Fehler: Hydraulikdruck zu niedrig - SNU-200,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Nachricht. Ein zu niedriger Hydraulikdruck bei der SNU-200 kann verschiedene Ursachen haben. Bitte überprüfen Sie den Ölstand und die Hydraulikschläuche auf Beschädigungen. Geben Sie uns die Seriennummer an, damit wir Ihnen gezielter helfen können.",4,0.15232322949483776,Ersatzteile & Technik
2023-10-12,Software update fehlerhaft. Läuft nicht mehr!,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Nachricht.  Bitte teilen Sie uns die genaue Softwareversion, die Sie aktualisiert haben, und die Fehlermeldung mit.  Wir empfehlen, die Software zunächst neu zu installieren. Eine Anleitung dazu finden Sie im Handbuch.",1,1.0,Software & IT
2023-10-29,Rechnung und Lieferstatus?,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage.  Bitte teilen Sie uns Ihre Bestellnummer mit, damit wir Ihnen die Rechnung und den Lieferstatus zukommen lassen können. Sie finden die Rechnung auch im Kundenportal.",-1,0.0,Lieferung & Bestellung
2023-01-15,"Hallo, ich habe am 10.01. bestellt (Bestellnummer 20230110-01) und noch keine Versandbestätigung erhalten. Können Sie mir bitte Auskunft geben?","Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Wir prüfen gerne den Status Ihrer Bestellung 20230110-01. Bitte geben Sie uns einen Moment. Normalerweise wird die Versandbestätigung innerhalb von 24-48 Stunden nach Bestellung versendet. Wir informieren Sie umgehend, sobald wir ein Update haben.",10,0.15844346326580727,Lieferung & Bestellung
2023-01-20,Wo bleibt meine Lieferung? Bestellnummer 20230110-01. Ich brauche das dringend!,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Wir überprüfen den aktuellen Stand Ihrer Bestellung 20230110-01. Könnten Sie bitte Ihre vollständige Lieferadresse bestätigen, damit wir sicherstellen können, dass die Lieferung korrekt zugestellt wird?",6,1.0,Lieferung & Bestellung
2023-02-05,"Ich benötige ein Ersatzteil für meine DM-500. Es ist die Spindel, Artikelnummer 4711-SP. Was kostet das und wie lange dauert die Lieferung?","Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Die Spindel (Artikelnummer 4711-SP) für die DM-500 kostet 350,00 EUR zzgl. Versand. Die aktuelle Lieferzeit beträgt ca. 5-7 Werktage. Bitte teilen Sie uns Ihre vollständige Rechnungs- und Lieferadresse mit, damit wir ein Angebot erstellen können.",2,1.0,Lieferung & Bestellung
2023-02-18,"Angebot für Ersatzteil SCS-100, Artikelnummer 8008-HYD, Hydraulikpumpe. Schnelle Lieferung erwünscht.","Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Gerne erstellen wir Ihnen ein Angebot für die Hydraulikpumpe (Artikelnummer 8008-HYD) für die SCS-100. Die Lieferzeit beträgt in der Regel 3-5 Werktage. Bitte geben Sie uns Ihre vollständigen Kontaktdaten an.",4,1.0,Ersatzteile & Technik
2023-03-01,Meine CNCF-500 zeigt eine Übertemperaturwarnung. Was kann ich tun?,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Eine Übertemperaturwarnung bei der CNCF-500 kann verschiedene Ursachen haben. Bitte überprüfen Sie zunächst die Kühlmittelfüllstände und die Luftzirkulation im Schaltschrank. Im Handbuch im Downloadbereich finden Sie detaillierte Anweisungen zur Fehlerbehebung.",5,1.0,Sonstiges
2023-03-10,"Fehler an der Maschine, Druck zu niedrig! Modell FSL-300. Was ist das Problem?","Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Ein zu niedriger Druck an der FSL-300 kann verschiedene Ursachen haben. Bitte überprüfen Sie die Druckregler und die Leitungen auf Beschädigungen.  Nennen Sie uns bitte die genaue Fehlermeldung, die angezeigt wird, sowie die Seriennummer der Maschine.",4,0.06914143537365859,Ersatzteile & Technik
2023-04-08,Software stürzt ständig ab. Version 7.2. Was kann ich machen?,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Softwareabstürze können verschiedene Ursachen haben. Bitte versuchen Sie zunächst, die Software neu zu installieren. Stellen Sie sicher, dass Ihr Betriebssystem und Ihre Grafiktreiber aktuell sind. Sollte das Problem weiterhin bestehen, kontaktieren Sie uns erneut mit einer genauen Beschreibung der Situation.",1,1.0,Software & IT
2023-04-22,Ich kann keine DXF-Dateien importieren. Software-Version 7.2. Hilfe!,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Probleme beim DXF-Import können auf verschiedene Ursachen zurückzuführen sein. Bitte überprüfen Sie, ob die DXF-Datei korrekt formatiert ist und keine ungültigen Zeichen enthält. Aktualisieren Sie gegebenenfalls die Software auf die neueste Version.",7,0.23829995265210555,Software & IT
2023-05-12,Wann muss ich die DM-500 warten? Und welche Spezialwerkzeuge brauche ich?,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Die DM-500 sollte gemäß Wartungsplan alle 6 Monate gewartet werden. Die benötigten Spezialwerkzeuge sind im Wartungshandbuch im Downloadbereich aufgeführt. Dort finden Sie auch eine detaillierte Checkliste.",12,0.5519043681929577,Wartung & Service
2023-05-28,Wie oft muss ich die SCS-100 warten?,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Die SCS-100 sollte je nach Betriebsart alle 12 Monate oder nach 500 Betriebsstunden gewartet werden. Bitte konsultieren Sie das Wartungshandbuch für detaillierte Informationen.",13,1.0,Wartung & Service
2023-06-03,Die Maschine ist innerhalb der Garantiezeit defekt. Was muss ich tun?,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Bitte teilen Sie uns die Seriennummer der Maschine und eine detaillierte Beschreibung des Defekts mit. Wir prüfen dann, ob der Defekt unter die Garantie fällt und welche Schritte zur Reparatur erforderlich sind.",14,1.0,Garantie & Reklamation
2023-06-17,Reklamation. Artikelnummer 1234-DEF. Defekt nach 2 Monaten.,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Reklamation. Bitte senden Sie uns Fotos des defekten Artikels (Artikelnummer 1234-DEF) und eine Kopie des Kaufbelegs zu. Wir werden Ihre Reklamation prüfen und uns umgehend mit Ihnen in Verbindung setzen.",3,0.15842853952360605,Garantie & Reklamation
2023-07-01,Ich brauche eine Schulung für die neue SNU-200.,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Wir bieten regelmäßige Schulungen für die SNU-200 an. Die aktuellen Termine und Preise finden Sie auf unserer Website im Bereich Schulungen.",0,1.0,Schulung & Inbetriebnahme
2023-07-15,Wie kann ich die Maschine in Betrieb nehmen? Modell HP-150.,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Eine detaillierte Anleitung zur Inbetriebnahme der HP-150 finden Sie im Handbuch im Downloadbereich auf unserer Website. Wir bieten auch optional eine Vor-Ort-Inbetriebnahme durch unsere Servicetechniker an.",0,0.3260418824105872,Schulung & Inbetriebnahme
2023-08-20,Keine Ahnung wo meine Bestellung geblieben ist! Bestellnr fehlt.,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Um Ihre Bestellung verfolgen zu können, benötigen wir bitte Ihre Bestellnummer. Könnten Sie uns diese bitte mitteilen?",11,1.0,Lieferung & Bestellung
2023-09-05,Ich brauche dringend ein Handbuch für die DM-500!,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Sie können das Handbuch für die DM-500 jederzeit im Downloadbereich auf unserer Website herunterladen.",0,0.09980477583127519,Schulung & Inbetriebnahme
2023-10-10,Software-Update fehlgeschlagen. CNCF-500. Was jetzt?,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Ein fehlgeschlagenes Software-Update kann verschiedene Ursachen haben. Bitte überprüfen Sie, ob ausreichend Speicherplatz vorhanden ist und ob die Software während des Updates nicht durch andere Programme gestört wurde. Versuchen Sie, das Update erneut zu starten.",1,1.0,Software & IT
2023-11-02,Wartung und Ersatzteil für SCS-100,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Bezüglich der Wartung der SCS-100 verweisen wir auf den Wartungsplan im Handbuch. Für ein konkretes Angebot für Ersatzteile, nennen Sie uns bitte die Artikelnummer des benötigten Teils.",12,0.47608391593726146,Wartung & Service
2023-12-18,Die Hydraulik an der FSL-300 macht komische Geräusche.,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Ungewöhnliche Geräusche bei der Hydraulik der FSL-300 können auf einen Defekt hindeuten. Bitte überprüfen Sie den Ölstand und die Leitungen. Nennen Sie uns bitte die Seriennummer der Maschine und beschreiben Sie das Geräusch genauer.",-1,0.0,Lieferung & Bestellung
2023-12-29,Lizenz für Software Version 7.3. Ich habe meine Lizenznummer vergessen.,"Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Um Ihnen bei der Wiederherstellung Ihrer Lizenznummer für Software Version 7.3 zu helfen, benötigen wir bitte Ihren vollständigen Namen und die E-Mail-Adresse, die Sie bei der Registrierung verwendet haben.",1,0.7743195232397406,Software & IT
2023-01-15,"Hallo, ich habe am 05.01. eine DM-500 bestellt, aber noch keine Versandbestätigung erhalten. Bestellnummer ist 20230105-01. Können Sie mir sagen, wann ich mit der Lieferung rechnen kann?","Guten Tag, vielen Dank für Ihre Anfrage. Wir prüfen gerne den Status Ihrer Bestellung mit der Nummer 20230105-01. Bitte geben Sie uns einen Moment. Die aktuelle Lieferzeit für die DM-500 beträgt ca. 7-10 Werktage. Wir werden Sie informieren, sobald die Bestellung versandt wurde.",10,0.13749268261035025,Lieferung & Bestellung
2023-01-22,"Wo bleibt meine Bestellung? Artikelnummer 4711-DM-500, bestellt am 10.Januar. Keine Rückmeldung!","Guten Tag, vielen Dank für Ihre Nachricht. Wir entschuldigen uns für die Verzögerung bei der Lieferung Ihrer Bestellung. Um den Status schnellstmöglich zu prüfen, benötigen wir bitte Ihre vollständige Bestellnummer.",6,1.0,Lieferung & Bestellung
2023-02-03,Ich benötige ein Ersatzteil für meine FSL-300. Es handelt sich um die Spindel (Art.Nr. 8877-FSL-300-SP). Können Sie mir ein Angebot zukommen lassen und die voraussichtliche Lieferzeit nennen?,"Guten Tag, vielen Dank für Ihre Anfrage. Gerne erstellen wir Ihnen ein Angebot für die Spindel (Art.Nr. 8877-FSL-300-SP) für Ihre FSL-300. Die Lieferzeit beträgt in der Regel 3-5 Werktage nach Auftragseingang. Wir senden Ihnen das Angebot umgehend per E-Mail zu.",2,1.0,Lieferung & Bestellung
2023-02-18,Hat jemand Erfahrung mit der SCS-100? Ständig Fehlermeldung 'Übertemperatur Spindel'. Was tun?,"Guten Tag, vielen Dank für Ihre Anfrage. Die Fehlermeldung 'Übertemperatur Spindel' bei der SCS-100 kann verschiedene Ursachen haben. Bitte prüfen Sie zunächst die Kühlmittelversorgung und die Belüftung der Maschine. Weitere Informationen finden Sie im Handbuch im Downloadbereich auf unserer Webseite.",5,1.0,Sonstiges
2023-03-01,"Die Software stürzt ständig ab, wenn ich eine DXF-Datei importieren möchte. Modell: CNCF-500, Version 2.5.","Guten Tag, vielen Dank für Ihre Nachricht. Ein Absturz beim DXF-Import mit der Version 2.5 der Software für die CNCF-500 ist uns bekannt. Wir empfehlen, die neueste Version (2.6) herunterzuladen und zu installieren. Das Update finden Sie im Kundenportal.",7,1.0,Software & IT
2023-03-10,Wann muss die DM-500 gewartet werden? Gibt es einen Wartungsplan?,"Guten Tag, vielen Dank für Ihre Anfrage. Für die DM-500 empfehlen wir eine Wartung alle 12 Monate oder nach 500 Betriebsstunden, je nachdem, was zuerst eintritt. Einen detaillierten Wartungsplan finden Sie im Handbuch oder auf unserer Webseite im Downloadbereich.",9,0.5439759745742344,Wartung & Service
2023-04-05,Meine FSL-300 ist defekt. Ich habe sie erst vor 6 Monaten gekauft. Was kann ich tun?,"Guten Tag, vielen Dank für Ihre Nachricht. Bitte teilen Sie uns Ihre Bestellnummer und die Seriennummer der FSL-300 mit, damit wir Ihren Garantieanspruch prüfen können. Beschreiben Sie bitte auch den genauen Defekt.",-1,0.0,Lieferung & Bestellung
2023-04-20,Ich bräuchte dringend ein Angebot für Ersatzteile für die SNU-200.  Speziell Artikel 9234-SNU-200-HYD,"Guten Tag, vielen Dank für Ihre Anfrage. Wir erstellen Ihnen umgehend ein Angebot für das Ersatzteil (9234-SNU-200-HYD) für Ihre SNU-200. Die aktuelle Lieferzeit beträgt ca. 5-7 Werktage nach Auftragserteilung.",2,0.11444746214559166,Lieferung & Bestellung
2023-05-12,HP-150 zeigt Warnung 'Druck zu niedrig'. Was bedeutet das?,"Guten Tag, vielen Dank für Ihre Nachricht. Die Warnung 'Druck zu niedrig' bei der HP-150 deutet auf ein Problem mit dem Hydrauliksystem hin. Bitte prüfen Sie den Ölstand und die Schläuche auf Undichtigkeiten. Bei anhaltenden Problemen kontaktieren Sie bitte unseren technischen Support.",4,0.0703918017672216,Ersatzteile & Technik
2023-05-28,Software CNCF-500 hängt sich bei größeren Dateien auf. Update hilft nicht!,"Guten Tag, vielen Dank für Ihre Rückmeldung. Bitte teilen Sie uns die genaue Dateigröße und das Dateiformat der Dateien mit, bei denen es zu Problemen kommt. Des Weiteren wäre die genaue Softwareversion hilfreich, auch wenn Sie bereits ein Update durchgeführt haben.",1,1.0,Software & IT
2023-06-08,Wartung der DM-500 – welche Spezialwerkzeuge brauche ich?,"Guten Tag, vielen Dank für Ihre Anfrage. Für die Wartung der DM-500 benötigen Sie u.a. einen Drehmomentschlüssel, einen Satz Inbusschlüssel und ein Multimeter. Eine detaillierte Liste der benötigten Werkzeuge finden Sie im Wartungshandbuch.",12,1.0,Wartung & Service
2023-06-15,Die DM-500 ist innerhalb der Garantie defekt. Wie gehe ich vor?,"Guten Tag, vielen Dank für Ihre Anfrage. Bitte senden Sie uns Ihre Bestellnummer, die Seriennummer der DM-500 und eine detaillierte Beschreibung des Defekts. Wir werden Ihren Garantieanspruch prüfen und Ihnen die weiteren Schritte mitteilen.",14,1.0,Garantie & Reklamation
2023-07-02,Ich brauche eine Schulung für die SCS-100. Wie kann ich mich anmelden?,"Guten Tag, vielen Dank für Ihre Anfrage. Informationen zu unseren Schulungen für die SCS-100 finden Sie auf unserer Webseite unter dem Bereich 'Service & Support'. Dort können Sie sich auch direkt online anmelden.",0,1.0,Schulung & Inbetriebnahme
2023-07-18,Status Bestellung 20230710-03 - DM-500,"Guten Tag, vielen Dank für Ihre Anfrage. Ihre Bestellung (20230710-03) mit der DM-500 wurde am 15.07. versandt. Sie erhalten eine separate E-Mail mit der Sendungsnummer.",-1,0.0,Lieferung & Bestellung
2023-08-25,Spindel FSL-300 macht komische Geräusche. Was könnte das sein?,"Guten Tag, vielen Dank für Ihre Nachricht. Ungewöhnliche Geräusche bei der Spindel der FSL-300 können verschiedene Ursachen haben, wie z.B. ein Verschleiß der Lager oder eine Unwucht. Bitte lassen Sie die Maschine von einem qualifizierten Techniker überprüfen.",-1,0.0,Lieferung & Bestellung
