row_id,date,customer_request,agent_reply,intent_truth,intent,confidence
354,2024-06-28,"Hallo, unser FSL-300 ist defekt. Wir brauchen eine neue Dichtung für das Hydrauliksystem. Können Sie sagen, ob das Teil auf Lager ist?","Guten Tag, es tut uns leid zu hören, dass Ihre FSL-300 aktuell nicht einsatzbereit ist. Damit wir die korrekte Dichtung identifizieren und die Lagerbestände prüfen können, benötigen wir bitte die Seriennummer der Maschine sowie, falls vorhanden, die Artikelnummer der Dichtung aus Ihrem Handbuch.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
355,2024-06-28,"Sehr geehrte ENDI-Technik, wir registrieren bei unserer SCS-100 eine kontinuierliche Übertemperaturmeldung im Bereich des Antriebs. Bitte um schnelle Rückmeldung.","Sehr geehrte Damen und Herren, vielen Dank für Ihre Nachricht. Bitte führen Sie umgehend einen Check der Lüfterfilter auf Verstopfung durch und stellen Sie sicher, dass die Luftzirkulation um das Gehäuse nicht behindert wird. Für eine tiefergehende Diagnose benötigen wir die Seriennummer der SCS-100 sowie die aktuelle Softwareversion Ihrer Steuerung.",Technische Fehlermeldung,Technische Fehlermeldung,1
356,2024-06-28,Inbetriebnahme HP-150. Wann kommt wer?,"Guten Tag. Für die Planung der Inbetriebnahme der HP-150 benötigen wir bitte Ihre Kundennummer oder die Bestellnummer sowie die Seriennummer der Maschine. Sobald uns diese Daten vorliegen, stimmen wir die Termine mit Ihnen ab.",Schulung,Sonstiges,0.9
357,2024-07-01,Haben Sie Schmierstofffilter für die SNU-200 da? Brauchen welche.,"Guten Tag, gerne prüfen wir die Verfügbarkeit der Schmierstofffilter für Ihre SNU-200. Bitte teilen Sie uns hierfür die Seriennummer Ihrer Maschine mit, damit wir sicherstellen können, dass die Filter exakt zu Ihrem Modell passen.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
358,2024-07-01,Kann man die Software der CNCF-500 manuell updaten oder muss ein Techniker kommen? Die DXF-Funktion spinnt rum.,"Guten Tag. Viele Updates können über den Downloadbereich selbst durchgeführt werden. Um zu entscheiden, ob dies für Ihre CNCF-500 möglich ist oder ein Vor-Ort-Termin nötig wird, benötigen wir bitte die aktuelle Softwareversion und die Seriennummer Ihrer Maschine.",Software-Problem,Software-Problem,0.9
359,2024-07-01,"Hallo, aktivierung klappt nicht bei SNU-200. Code wird abgelehnt. Hilfe?","Hallo, vielen Dank für Ihre Anfrage. Um Ihnen bei der Aktivierung Ihrer SNU-200 weiterhelfen zu können, benötigen wir zusätzliche Details. Bitte senden Sie uns die entsprechende Bestellnummer der Softwarelizenz sowie die Seriennummer Ihrer Maschine zu. Wir prüfen dann umgehend, ob der Code korrekt mit Ihrer Hardware verknüpft wurde.",Lizenzaktivierung,Software-Problem,0.9
360,2024-07-01,"Rechnungsadresse ändern! Neue Anschrift: Am Strom 8, 90402 Nürnberg.","Guten Tag. Damit wir die Änderung vornehmen können, benötigen wir bitte noch Ihre Kundennummer oder eine Referenznummer zu Ihrem Kundenkonto.",Sonstiges,Sonstiges,1
361,2024-07-02,Preis für Schaltelement FSL-300 (Ref: 12-34-56).,"Guten Tag, vielen Dank für Ihre Anfrage. Gerne senden wir Ihnen ein Angebot für das Schaltelement mit der Referenznummer 12-34-56 für die FSL-300 zu. Wir geben dabei auch die aktuelle Lieferzeit an.",Ersatzteil-Anfrage,Sonstiges,0.95
362,2024-07-03,Aktivierungsschlag fehl bei FSL-300. Bitte um Rückruf.,"Guten Tag. Wir haben Ihre Anfrage zur fehlgeschlagenen Aktivierung der FSL-300 erhalten. Damit wir Sie telefonisch effizient unterstützen können, senden Sie uns bitte vorab Ihre Kundennummer und die betroffene Lizenznummer zu. So können wir die Daten bereits während des Gesprächs bereithalten.",Lizenzaktivierung,Technische Fehlermeldung,0.85
363,2024-07-04,"Guten Tag, wir haben am 12.03. die CNCF-500 bestellt (Ref: 7721-B). Warum kommt da nichts? Wir brauchen die Maschine dringend für ein Projekt.","Guten Tag. Ich verstehe die Dringlichkeit Ihres Projekts. Nach Prüfung der Referenz 7721-B kann ich Ihnen mitteilen, dass die CNCF-500 derzeit den Qualitätssicherungsprozess durchläuft. Der voraussichtliche Versand erfolgt am kommenden Montag. Wir bemühen uns um eine schnellstmögliche Abwicklung.",Lieferstatus,Lieferstatus,0.98
364,2024-07-05,Haben Sie Ersatzteile für SCS-100 vorrätig? Wir brauchen dringend Ersatz für die Komponente 55-90-Z.,Guten Tag. Wir prüfen sofort die Verfügbarkeit der Komponente 55-90-Z für die SCS-100. Wir setzen uns bezüglich der Lieferfähigkeit und eines Angebots umgehend mit Ihnen in Verbindung.,Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
365,2024-07-05,Was muss bei der SNU-200 gewartet werden? Brauche Infos zu den Schritten.,"Guten Tag, die Wartung der SNU-200 umfasst unter anderem die Prüfung der mechanischen Komponenten, die Schmierung sowie die Kalibrierung der Sensoren. Eine detaillierte Schritt-für-Schritt-Anleitung erhalten Sie nach Übermittlung der Seriennummer Ihrer Maschine.",Wartung,Wartung,0.95
366,2024-07-06,Lieferstatus bitte! Artikel 992-B (SCS-100),Guten Tag. Gerne prüfen wir den Lieferstatus des Artikels 992-B. Bitte nennen Sie uns zur Identifizierung des Vorgangs noch Ihre Bestellnummer oder Ihren Firmennamen.,Lieferstatus,Lieferstatus,1
367,2024-07-07,Spindel zu heiß an SCS-100. Maschine macht komische Geräusche.,"Guten Tag. Bitte stoppen Sie die Maschine sofort, um Folgeschäden zu vermeiden. Die Geräusche in Kombination mit der Hitze könnten auf eine Lagerschädigung hindeuten. Bitte senden Sie uns die Seriennummer der SCS-100 und die aktuelle Softwareversion zu, damit unsere Techniker den Fall prüfen können.",Technische Fehlermeldung,Technische Fehlermeldung,0.95
368,2024-07-07,DXF Import Fehler bei SCS-100. Bitte Rückmeldung.,"Guten Tag, vielen Dank für Ihre Anfrage. Um Ihr Anliegen bearbeiten zu können, benötigen wir detailliertere Informationen zu dem Problem. Bitte nennen Sie uns die Seriennummer Ihrer SCS-100, die verwendete Softwareversion sowie eine genaue Beschreibung, was beim Importvorgang passiert (z. B. eine Fehlermeldung oder ein kompletter Systemstopp). Sobald uns diese Details vorliegen, leiten wir die Prüfung ein.",Software-Problem,Software-Problem,0.95
369,2024-07-07,Unterschiedliche Spannungen an der SNU-200 festgestellt. Gerät ist noch im Garantiezeitraum. Wie gehen wir vor?,"Guten Tag. Vielen Dank für Ihren Hinweis. Um die Fehlfunktion der SNU-200 untersuchen zu können, benötigen wir die Seriennummer des Geräts sowie die Messprotokolle der festgestellten Spannungsabweichungen. Sobald uns diese vorliegen, prüfen wir die Deckung durch die Garantie.",Garantie-Reklamation,Garantie-Reklamation,0.95
370,2024-07-07,HP-150 hat defekte Hydraulikleitung. Bestellnr 445-00. Bitte um Austausch im Rahmen der Gewährleistung.,"Guten Tag. Um den Austausch prüfen zu können, benötigen wir bitte die Seriennummer der HP-150 sowie Fotos der beschädigten Leitung. Wir werden den Fall nach Erhalt der Unterlagen technisch bewerten.",Garantie-Reklamation,Garantie-Reklamation,0.95
371,2024-07-08,"Update-Frage: Reicht Version 2.4 für die CNCF-500 aus oder müssen wir auf 3.0 gehen, um die neuen DXF-Standards zu unterstützen?","Guten Tag, für die volle Unterstützung aktueller DXF-Standards empfehlen wir das Update auf Version 3.0. Bitte gleichen Sie die Systemanforderungen in der Versionsübersicht im Downloadbereich mit Ihrer Hardware ab, um sicherzustellen, dass die CNCF-500 die Anforderungen erfüllt.",Software-Problem,Software-Problem,0.9
372,2024-07-09,Habe ne Bestellung für CNCF-500 aber keine Mail über Versand erhalten. Bitte prüfen.,"Guten Tag. Ich prüfe das gerne für Sie. Bitte lassen Sie mir hierzu Ihre Bestellnummer zukommen, damit ich den Versandstatus der CNCF-500 direkt im System abgleichen kann.",Lieferstatus,Lieferstatus,1
373,2024-07-09,Ist die FSL-300 schon unterwegs? Haben noch keine Bestätigung erhalten.,"Guten Tag. Gerne prüfen wir den Versandstatus Ihrer FSL-300. Bitte lassen Sie uns hierzu Ihre Bestellnummer zukommen, damit wir den aktuellen Stand der Logistik für Sie abrufen können.",Lieferstatus,Lieferstatus,1
374,2024-07-09,SCS-100 druck zu niedrig. Sensor scheint defekt. Was jetzt?,"Guten Tag. Wenn der Drucksensor an der SCS-100 fehlerhafte Werte liefert, kann dies verschiedene Ursachen haben. Bitte führen Sie einen Reset der Steuerung durch und prüfen Sie, ob die Sensorkabel fest sitzen. Bitte senden Sie uns für eine Prüfung der Hardware die Seriennummer und die genaue Fehlermeldung (Code) zu.",Technische Fehlermeldung,Technische Fehlermeldung,0.85
375,2024-07-09,"DM-500 hat Übertemp-Warnung. Alles gecheckt, scheint nichts zu helfen. Hilfe!","Guten Tag. Damit wir den Fehler eingrenzen können, benötigen wir die Seriennummer der DM-500 und die genaue Temperaturanzeige in Grad Celsius. Bitte teilen Sie uns zudem mit, welche Komponenten Sie bereits geprüft haben (z.B. Lüfter, Kühlmittel, Umgebungstemperatur).",Technische Fehlermeldung,Technische Fehlermeldung,1
376,2024-07-11,Haben Sie die HP-150 schon rausgeschickt? Hab noch keine Mail bekommen.,Guten Tag. Gerne prüfen wir den Versandstatus Ihrer HP-150. Bitte senden Sie uns hierzu Ihre Bestellnummer oder die Rechnungsnummer zu. Wir werden den Status der Versandbestätigung dann umgehend für Sie kontrollieren.,Lieferstatus,Lieferstatus,1
377,2024-07-11,"Guten Tag, bei unserer SCS-100 wird ständig eine Warnung wegen Übertemperatur angezeigt. Die Maschine läuft zwar noch, aber die Präzision lässt nach. Wir wissen nicht genau, welcher Bereich betroffen ist, nur dass die Warnleuchte rot blinkt. Können Sie uns helfen?","Guten Tag, vielen Dank für Ihre Nachricht. Eine sinkende Präzision bei gleichzeitiger Übertemperaturwarnung kann auf verschiedene thermische Instabilitäten im Maschinenbett oder in den Antriebskomponenten hinweisen. Um die Ursache einzugrenzen, benötigen wir bitte die Seriennummer der SCS-100 sowie die exakte Bezeichnung der Fehlermeldung, die im Displayfenster angezeigt wird. Bitte prüfen Sie parallel die Umgebungstemperatur und die Funktion der internen Lüfter. Eine detaillierte Anleitung zur thermischen Überwachung finden Sie im Handbuch im Downloadbereich.",Technische Fehlermeldung,Technische Fehlermeldung,1
378,2024-07-12,Wie oft muss die SNU-200 gewartet werden? Wir haben die Maschine jetzt seit 6 Monaten im Einsatz.,"Guten Tag, die Wartungsintervalle der SNU-200 richten sich nach den Betriebsstunden, nicht nach dem Kalenderdatum. Bitte prüfen Sie den aktuellen Stundenstand im Display der Steuerung und vergleichen Sie diesen mit den Vorgaben im Handbuch.",Wartung,Wartung,1
379,2024-07-12,"Moin, die neue Lizenz für die HP-150 lässt sich einfach nicht freischalten. Wir haben den Key mehrmals eingegeben, aber es klappt nicht. Schickt uns mal einen neuen oder so.","Guten Tag. Es ist ärgerlich, dass die Freischaltung der HP-150 Software nicht wie gewünscht funktioniert. Bevor wir einen Austausch des Keys in Betracht ziehen, benötigen wir bitte Ihre Bestellnummer sowie die Seriennummer der HP-150. Bitte prüfen Sie zudem, ob die Maschine eine aktive Internetverbindung für die Lizenzprüfung hat.",Lizenzaktivierung,Software-Problem,0.95
380,2024-07-13,Lieferverzug bei DM-500 (Bestell-Nr. ENDI-99281). Bitte Rückmeldung!,Guten Tag. Vielen Dank für Ihre Anfrage zur Bestellung ENDI-99281. Wir prüfen derzeit den Status der DM-500 in unserer Logistikabteilung. Wir melden uns schnellstmöglich mit einem Update zum voraussichtlichen Liefertermin bei Ihnen.,Lieferstatus,Lieferstatus,1
381,2024-07-14,"Hallo, die SNU-200 sollte eigentlich gestern da sein. Nichts passiert. Bitte um Info.","Guten Tag, vielen Dank für Ihre Meldung. Ich werde den Verbleib Ihrer SNU-200 sofort prüfen. Bitte nennen Sie mir Ihre Bestellnummer, damit ich den Status beim Versanddienstleister abfragen kann. Ich melde mich schnellstmöglich bei Ihnen zurück.",Lieferstatus,Lieferstatus,1
382,2024-07-14,Dringend!!! Ersatzteil für SNU-200 benötigt. Sensor Typ B-44. Haben Sie das auf Lager? Unsere Produktion steht still!,"Guten Tag, wir verstehen die Dringlichkeit Ihrer Situation. Damit wir die Verfügbarkeit des Sensors Typ B-44 für Ihre SNU-200 sofort prüfen können, benötigen wir bitte die Seriennummer Ihres Geräts. Wir werden die Lagerbestände unmittelbar nach Erhalt Ihrer Information priorisiert abfragen.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
383,2024-07-14,"Sehr geehrte Support-Abteilung, bei der Inbetriebnahme der neuen FSL-300 (Bestellnr. 99283-X) erscheint die Meldung 'Hydraulikdruck kritisch'. Wir benötigen dringend eine Anleitung zur Fehlerbehebung.","Guten Tag. Wir bedauern die Unannehmlichkeiten bei der Inbetriebnahme. Bitte prüfen Sie zunächst die korrekte Einstellung des Druckreglers gemäß den Spezifikationen im Handbuch im Downloadbereich. Um die Kompatibilität der Komponenten zu prüfen, lassen Sie uns bitte zusätzlich die Seriennummer der Maschine zukommen.",Technische Fehlermeldung,Technische Fehlermeldung,0.95
384,2024-07-14,"Haben Sie ein Update für die DM-500 Software? Die aktuelle Version scheint instabil zu sein, oft geht die Kiste einfach aus.","Guten Tag, um Ihnen die passende Update-Version nennen zu können, benötigen wir die aktuelle Versionsnummer Ihrer Software sowie die Seriennummer der DM-500. Bitte prüfen Sie vorab, ob alle Systemtreiber auf dem aktuellsten Stand sind.",Software-Problem,Software-Problem,1
385,2024-07-14,"Sehr geehrte Damen und Herren, bezüglich unserer HP-150 (Bestell-Nr. 88291-X) stellt sich die Frage, ob die jährliche Generalüberholung zwingend nach 12 oder 14 Monaten erfolgen muss?","Sehr geehrte Damen und Herren, für die HP-150 ist ein Intervall von exakt 12 Monaten vorgesehen, um die Gewährleistungsansprüche und die Betriebssicherheit zu gewährleisten. Eine Verschiebung auf 14 Monate wird nicht empfohlen.",Wartung,Wartung,0.9
386,2024-07-16,Keine Info zu Bestellung erhalten. Betrifft Modell FSL-300.,"Guten Tag, vielen Dank für Ihren Hinweis. Damit ich die fehlende Versandbestätigung für Ihre FSL-300 finden kann, benötigen wir bitte Ihre Bestellnummer oder die zugehörige Kundennummer. Wir melden uns umgehend nach Erhalt der Daten bei Ihnen.",Lieferstatus,Lieferstatus,1
387,2024-07-16,Problem mit HP-150. DXF Import geht nicht. Software stürzt ab. Hilfe benötigt.,"Guten Tag. Wir helfen Ihnen gerne weiter. Bitte nennen Sie uns zur Identifikation Ihres Systems die Seriennummer der HP-150 und teilen Sie uns mit, welche Fehlermeldung (falls vorhanden) beim Absturz erscheint.",Software-Problem,Software-Problem,1
388,2024-07-16,Wartungsintervall für FSL-300? Brauchen Infos wann was gemacht werden muss.,"Guten Tag, für die Ermittlung der korrekten Wartungsintervalle der FSL-300 benötige ich bitte die Seriennummer Ihres Geräts sowie die aktuelle Betriebsstundenzahl. Die Intervalle können je nach Auslastung und Konfiguration variieren. Sobald uns diese Daten vorliegen, erstellen wir Ihnen eine Übersicht.",Wartung,Wartung,1
389,2024-07-17,"Hallo, ich hab keine Mail wegen dem Versand von der SNU-200 bekommen. Kann mal wer gucken ob die schon raus ist? Art-Nr 44-X.","Guten Tag. Gerne prüfen wir den Versandstatus der SNU-200 für Sie. Damit wir den Vorgang korrekt zuordnen können, benötigen wir zusätzlich zur Artikelnummer bitte noch Ihre Bestellnummer oder die Kundennummer Ihres Unternehmens.",Lieferstatus,Lieferstatus,1
390,2024-07-17,"Hallo, brauche Angebot für Ersatzteil zu CNCF-500. Artikelnummer 4455-XY. Danke.","Guten Tag, vielen Dank für Ihre Nachricht. Wir haben die Artikelnummer 4455-XY für die CNCF-500 in unserem System aufgenommen. Wir erstellen Ihnen umgehend ein Angebot und informieren Sie gleichzeitig über die aktuelle Lieferzeit.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
391,2024-07-18,Wo bleibt die DM-500? Bisher keine Info erhalten.,"Guten Tag, um den aktuellen Status Ihrer DM-500 prüfen zu können, benötige ich bitte Ihre Bestellnummer oder die entsprechende Projektnummer. Bitte lassen Sie mir diese Informationen zukommen, damit ich die Verzögerung umgehend für Sie klären kann.",Lieferstatus,Lieferstatus,1
392,2024-07-18,"Hallo, wir haben hier ein Problem mit der FSL-300. Das Display ist schwarz. Wir haben das Gerät erst vor einem Jahr gekauft, müsste also noch unter Garantie fallen. Bitte um Rückmeldung.","Guten Tag. Dass das Display der FSL-300 nicht reagiert, ist ärgerlich. Bitte prüfen Sie vorab, ob die Stromversorgung stabil ist, wie im Handbuch im Downloadbereich beschrieben. Für die weitere Bearbeitung der Reklamation benötigen wir zudem die Seriennummer des Geräts und den Kaufbeleg bzw. die Bestellnummer.",Garantie-Reklamation,Garantie-Reklamation,0.95
393,2024-07-18,Unsere FSL-300 macht komische Geräusche beim Fräsen. Maschine ist noch in Garantie. Was müssen wir tun? Art-Nr 88-X.,"Guten Tag, wir helfen Ihnen gerne weiter. Damit wir den Vorgang zuordnen können, senden Sie uns bitte die vollständige Seriennummer der FSL-300 sowie Ihre Kundennummer zu. Sobald uns diese Daten vorliegen, prüfen wir den Garantieanspruch.",Garantie-Reklamation,Garantie-Reklamation,0.9
394,2024-07-19,Unsere DM-500 zeigt Übertemperatur an. Wir wissen nicht warum. Bitte um Rückruf.,"Guten Tag. Gerne unterstützen wir Sie. Um den Vorfall vorzubereiten, bitten wir Sie vorab, die Seriennummer der DM-500 und die genaue Fehlermeldung bereitzuhalten. Bitte prüfen Sie in der Zwischenzeit, ob die Kühlkreisläufe frei von Blockaden sind.",Technische Fehlermeldung,Technische Fehlermeldung,0.95
395,2024-07-19,"Sehr geehrte ENDI-Technik, bei der Inbetriebnahme unserer HP-150 (Bestellnr. END-9921) erscheint die Meldung 'Hydraulik-Temperatur kritisch'. Bitte um Instruktionen.","Guten Tag. Vielen Dank für Ihre Nachricht. Bei der Meldung 'Hydraulik-Temperatur kritisch' an der HP-150 sollten Sie den Betrieb sofort unterbrechen, um Schäden zu vermeiden. Prüfen Sie bitte die Temperatur des Hydrauliköls und die Funktion des Wärmetauschers. Wir erwarten gerne Ihre Rückmeldung zur Seriennummer der Maschine für eine tiefergehende Prüfung.",Technische Fehlermeldung,Technische Fehlermeldung,0.95
396,2024-07-19,Betreff: Anfrage Trainingsmodul für SNU-200 Serie. Wir benötigen für unsere Instandhaltung eine Vertiefungsschulung bezüglich der Softwaresteuerung. Bitte um Rückmeldung.,"Sehr geehrte Damen und Herren, vielen Dank für Ihr Interesse an unseren vertiefenden Trainings. Um das passende Modul für Ihre Instandhaltung auszuwählen, teilen Sie uns bitte die aktuelle Softwareversion Ihrer SNU-200 mit. Wir prüfen dann die Verfügbarkeit unserer Spezialisten für diesen Bereich.",Schulung,Schulung,1
397,2024-07-19,"Moin, unser DM-500 macht Zicken. Die neue Software will einen Aktivierungscode, aber der Code aus der Rechnung (Art.-Nr. 440-X) wird als fehlerhaft markiert. Das ist echt nervig, wir haben Termindruck. Bitte schnell lösen!","Moin, vielen Dank für Ihre Nachricht. Wir verstehen, dass der Zeitdruck aufgrund der anstehenden Termine hoch ist. Wir werden uns der Sache sofort annehmen. Um die Lizenzprüfung für Ihre DM-500 beschleunigen zu können, benötigen wir bitte die Seriennummer der Maschine sowie die exakte Software-Versionsnummer. Wir prüfen dann sofort, ob ein Synchronisationsfehler bei der Umstellung auf das neue Lizenzmodell vorliegt.",Lizenzaktivierung,Software-Problem,1
398,2024-07-20,"Hallo, kann man mal sehen wo die HP-150 bleibt? Keine Info seit Bestellung.","Guten Tag. Um den Verbleib Ihrer HP-150 ermitteln zu können, benötigen wir bitte Ihre Bestellnummer oder die Seriennummer des Geräts. Vielen Dank für Ihre Mithilfe.",Lieferstatus,Lieferstatus,1
399,2024-07-20,Fehler Druck zu niedrig bei FSL-300. Maschine steht. Was tun?,"Guten Tag. Bitte prüfen Sie umgehend den Füllstand des Hydrauliköls sowie die Dichtigkeit der Zuleitungen am System. Sollte der Druck weiterhin unter dem Sollwert liegen, teilen Sie uns bitte die Seriennummer der FSL-300 mit, damit wir die entsprechenden technischen Unterlagen aufrufen können.",Technische Fehlermeldung,Technische Fehlermeldung,0.9
400,2024-07-20,"Sehr geehrte Kollegen, bei unserer CNCF-500 (Art-Nr. 445-B) ist die Kühlmittelpumpe ausgefallen. Wir befinden uns noch im Garantiezeitraum. Bitte teilen Sie uns mit, ob wir das Teil einsenden müssen oder ein Techniker kommt.","Guten Tag. Vielen Dank für die detaillierten Angaben. Wir werden den Vorfall bezüglich der Kühlmittelpumpe prüfen. Bitte lassen Sie uns noch die Seriennummer der CNCF-500 zukommen. Nach der technischen Einschätzung werden wir Ihnen mitteilen, ob eine Reparatur vor Ort oder ein Einsenden des Bauteils erforderlich ist.",Garantie-Reklamation,Garantie-Reklamation,0.95
401,2024-07-21,Unsere DM-500 macht komische Geräusche beim Fräsen. Garantie noch aktiv? Was müssen wir tun?,"Guten Tag. Geräuschentwicklungen können verschiedene Ursachen haben. Damit wir prüfen können, ob dies unter die Garantieleistung fällt, senden Sie uns bitte die vollständige Bestellnummer und die Seriennummer der DM-500 zu. Bitte beschreiben Sie zudem, bei welcher Drehzahl die Geräusche auftreten.",Garantie-Reklamation,Garantie-Reklamation,0.95
402,2024-07-21,Die DM-500 (Art. 11-002) zeigt einen Defekt an der Spindel. Wir sind noch innerhalb der 24-Monats-Frist. Wie ist der Ablauf für den Austausch?,"Guten Tag. Bei einem Defekt an der Spindel der DM-500 prüfen wir zunächst die Ursache, um festzustellen, ob ein Austausch im Rahmen der Garantie möglich ist. Bitte senden Sie uns die Seriennummer der Maschine und eine detaillierte Fehlerbeschreibung. Wir leiten dann die notwendigen Prüfschritte ein.",Garantie-Reklamation,Garantie-Reklamation,0.98
403,2024-07-22,"Anfrage Ersatzteil: FSL-300, Sensorik-Modul, SN: 44321-B. Preis bitte.",Guten Tag. Vielen Dank für die detaillierten Angaben. Wir prüfen die Verfügbarkeit des Sensorik-Moduls für die FSL-300 (SN: 44321-B) und lassen Ihnen zeitnah ein Angebot zukommen.,Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
404,2024-07-23,"Wir benötigen für unsere DM-500 einen neuen Drucksensor. Können Sie uns ein Angebot schicken? Die Seriennummer ist nicht lesbar, aber die Maschine ist Modell DM-500, Version 2.1.","Guten Tag, vielen Dank für die Informationen zur Maschinenversion. Da die Seriennummer nicht lesbar ist, benötigen wir zur eindeutigen Identifizierung des Drucksensors bitte die Artikelnummer des Sensors selbst oder ein Foto der installierten Komponente. Sobald uns diese Details vorliegen, erstellen wir Ihnen gerne ein Angebot.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
405,2024-07-25,"Sehr geehrte Damen und Herren, wir benötigen dringend Informationen zum Verbleib der SNU-200. Die geplante Inbetriebnahme ist gefährdet, da die Maschine noch nicht geliefert wurde. Bitte um Rückmeldung.","Sehr geehrte Damen und Herren, wir verstehen die Dringlichkeit bezüglich Ihrer Inbetriebnahme. Bitte senden Sie uns Ihre Bestellnummer zu, damit wir den aktuellen Standort der SNU-200 und den voraussichtlichen Ankunftstermin beim Spediteur für Sie ermitteln können.",Lieferstatus,Lieferstatus,0.95
406,2024-07-25,Brauche Preis für HP-150 Verschleißteil. Ref-Nummer 992-B.,"Guten Tag, vielen Dank für Ihre Anfrage. Wir werden den Preis für das Verschleißteil mit der Referenznummer 992-B für die HP-150 prüfen und Ihnen zeitnah ein Angebot zusenden.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
407,2024-07-25,Maschine HP-150 hat Problem. Spindel macht komische Geräusche und Warnung kommt. Keine Nr. zur Hand.,"Guten Tag. Um Ihnen helfen zu können, benötigen wir zwingend die Seriennummer der HP-150, da wir sonst keinen Zugriff auf Ihre spezifische Konfiguration haben. Bitte teilen Sie uns zudem die exakte Fehlermeldung mit, die auf dem Display erscheint.",Technische Fehlermeldung,Technische Fehlermeldung,0.9
408,2024-07-25,CNCF-500 Druck zu niedrig. Keine Ahnung was los ist. Artikelnummer 112233.,"Guten Tag. Bitte prüfen Sie die Dichtungen der Hydraulikleitungen sowie den Ölstand im Reservoir. Damit wir den Fehler spezifizieren können, benötigen wir zudem die Seriennummer der CNCF-500 und den aktuellen Druckwert in bar, der im Display angezeigt wird.",Technische Fehlermeldung,Technische Fehlermeldung,0.85
409,2024-07-26,Wo bleibt die FSL-300? Keine Info erhalten.,"Guten Tag. Um den Lieferstatus der FSL-300 für Sie abrufen zu können, benötige ich bitte die zugehörige Bestellnummer oder die Kundennummer Ihres Unternehmens. Vielen Dank für Ihre Mithilfe.",Lieferstatus,Lieferstatus,1
410,2024-07-26,"Moin, kurze Frage: Ist die FSL-300 schon unterwegs? Bestellung 4450-A. Danke!","Moin. Ich habe Ihre Bestellung 4450-A geprüft. Die FSL-300 wurde gestern verladen. Die Versandbestätigung mit den Tracking-Daten sollte Ihnen bereits vorliegen; bitte prüfen Sie gegebenenfalls auch Ihren Spam-Ordner. Falls nichts angekommen ist, geben Sie uns kurz Bescheid.",Lieferstatus,Lieferstatus,1
411,2024-07-26,"Software geht ständig zu bei DXF Import!! Maschine DM-500, Art-Nr 88291. Was ist da los??","Guten Tag, es tut mir leid zu hören, dass es bei Ihrer DM-500 zu Systemabstürzen kommt. Damit wir den Fehler analysieren können, bitten wir Sie um folgende Angaben: Welche Softwareversion nutzen Sie aktuell? Tritt der Absturz unmittelbar nach dem Auswählen der Datei oder erst während des Ladevorgangs auf? Bitte prüfen Sie vorab, ob die DXF-Datei nach aktuellen Standards gespeichert wurde. Wir erwarten Ihre Rückmeldung zur weiteren Fehlerdiagnose.",Software-Problem,Software-Problem,1
412,2024-07-27,"Sehr geehrte Damen und Herren, wir warten nun schon seit über zwei Wochen auf die Lieferung unserer CNCF-500 (Bestellnummer: ENDI-99283). Bisher haben wir keinerlei Versandbestätigung erhalten. Könnten Sie bitte den aktuellen Status prüfen?","Guten Tag. Vielen Dank für Ihre Nachricht. Ich habe den Status Ihrer Bestellung ENDI-99283 geprüft. Die CNCF-500 befindet sich aktuell in der Endmontage und der Versand ist für kommenden Donnerstag geplant. Sobald die Ware unser Haus verlässt, erhalten Sie automatisch eine Versandbestätigung per E-Mail inklusive Tracking-Daten.",Lieferstatus,Lieferstatus,1
413,2024-07-27,"Guten Tag, wir haben die SCS-100 vor 10 Tagen bestellt, aber noch keine Versandbestätigung im Posteingang gefunden. Könnten Sie das bitte prüfen?","Guten Tag, vielen Dank für Ihre Anfrage. Wir haben den Status der SCS-100 geprüft. Die Maschine wurde bereits verpackt und wartet auf die Abholung durch den Spediteur. Die Versandbestätigung mit den Tracking-Details wird Ihnen innerhalb der nächsten 24 Stunden automatisch zugestellt.",Lieferstatus,Lieferstatus,1
414,2024-07-28,"Sehr geehrte Damen und Herren, wir mussten heute Morgen feststellen, dass die CNCF-500 in unserer Fertigung einen Lagerschaden aufweist. Da das Gerät erst vor acht Monaten geliefert wurde, gehe ich von einem Garantiefall aus. Bitte teilen Sie uns das weitere Vorgehen mit.","Guten Tag. Es tut uns leid zu hören, dass Ihre CNCF-500 einen Defekt aufweist. Um die Prüfung einzuleiten, benötigen wir bitte die Seriennummer der Maschine sowie ein kurzes Video oder Fotos des Schadens. Sobald uns diese Informationen vorliegen, prüfen wir die Deckung durch die Garantie und melden uns bezüglich der Reparaturabwicklung bei Ihnen.",Garantie-Reklamation,Garantie-Reklamation,1
415,2024-08-01,Status zur Lieferung der CNCF-500 bitte! Dringend!,"Guten Tag. Um Ihr Anliegen schnellstmöglich bearbeiten zu können, teilen Sie uns bitte Ihre Bestellnummer oder die Seriennummer der Maschine mit. Ohne diese Angaben können wir den Sendungsstatus in unserem System nicht zuordnen.",Lieferstatus,Lieferstatus,1
